,BonusMalus,Exposure,VehAge,VehBrand_B12,DrivAge,VehPower,VehGas_Regular,Density
683,50,0.55,13,0,38,10,0,983
684,100,0.59,12,0,24,6,0,1441
685,58,0.08,3,0,42,7,1,4393
686,50,0.67,12,0,42,9,1,2252
687,50,0.12,7,0,45,11,0,49
688,50,0.34,25,0,48,8,0,154
689,64,0.08,13,0,33,13,1,5410
690,50,0.17,3,0,50,6,0,1109
691,64,1.0,1,0,27,5,1,745
692,60,0.11,12,0,47,5,0,5053
693,80,1.0,13,0,56,10,0,1054
694,50,1.0,4,0,30,7,1,747
695,50,1.0,6,0,40,7,0,776
696,54,0.45,6,0,43,12,0,2415
697,52,0.13,0,1,65,4,0,72
698,50,1.0,5,0,47,7,0,165
699,50,0.08,7,0,41,6,0,2949
700,50,1.0,7,0,52,4,1,3317
701,80,0.08,1,1,31,4,0,323
702,50,0.57,1,1,70,4,1,215
703,68,0.25,5,0,25,5,0,67
704,60,0.46,1,1,32,9,0,12
705,50,0.4,14,0,39,5,1,256
706,57,0.51,2,1,49,4,1,27000
707,50,0.02,1,1,54,4,0,693
708,125,0.2,7,0,54,4,1,28
709,55,0.2,5,0,43,5,1,1535
710,50,0.08,1,0,48,6,0,1064
711,85,0.08,15,0,28,10,0,542
712,95,0.5,10,0,19,4,1,399
713,50,0.24,20,0,56,9,1,45
714,50,1.0,2,0,47,6,1,747
715,50,0.15,8,0,55,4,1,171
716,54,0.26,5,0,38,6,0,1323
717,76,0.08,4,0,37,6,0,7259
718,80,0.42,4,0,34,5,0,684
719,60,0.8,9,0,27,6,0,115
720,51,0.57,17,0,41,4,1,2498
721,50,0.88,7,0,53,5,1,79
722,68,0.27,0,1,33,7,0,137
723,50,0.21,14,0,24,4,1,898
724,50,0.9,22,0,42,5,1,223
725,50,0.25,6,0,57,4,1,65
726,50,0.25,18,0,48,9,1,824
727,72,0.51,2,1,25,6,0,2446
728,62,1.0,16,0,62,4,0,58
729,68,0.03,2,0,29,7,1,147
730,50,1.0,10,0,51,5,1,4116
731,58,1.0,16,0,49,7,0,163
732,50,0.07,3,0,69,6,1,307
733,51,0.5,13,0,72,8,0,405
734,50,1.0,8,0,55,6,1,104
735,76,0.37,8,0,32,6,0,2348
736,85,1.0,14,0,36,7,1,301
737,51,1.0,7,0,48,6,0,80
738,50,0.16,3,0,46,5,0,158
739,68,0.09,10,0,45,7,1,133
740,50,0.26,13,0,32,6,0,1064
741,50,1.0,10,0,45,6,0,3060
742,90,0.08,0,1,24,5,1,97
743,50,1.0,12,0,55,6,0,271
744,50,0.5,0,1,72,8,0,796
745,90,0.12,2,1,35,6,1,27000
746,50,0.14,11,0,68,5,0,120
747,50,0.96,10,0,72,4,1,234
748,50,0.62,2,1,55,5,0,1807
749,69,0.27,2,0,60,6,0,3317
750,50,1.0,15,0,58,6,1,306
751,50,0.42,1,1,48,8,0,8455
752,62,0.1,1,1,43,12,0,244
753,68,0.26,13,0,35,5,1,1381
754,50,1.0,8,0,58,11,0,393
755,50,0.12,11,0,54,6,0,3866
756,62,0.08,5,0,50,8,1,2365
757,50,0.95,17,0,92,7,1,342
758,50,0.2,1,1,60,11,0,13
759,50,0.37,13,0,40,9,0,71
760,63,0.35,0,0,45,8,0,2715
761,80,0.49,8,0,32,14,1,4762
762,50,0.75,8,0,55,7,1,105
763,85,0.83,6,0,53,7,0,3963
764,50,0.08,5,0,35,5,0,402
765,76,0.08,4,0,37,6,0,7259
766,50,0.09,0,1,50,7,1,10961
767,50,0.28,3,0,33,6,0,72
768,80,0.11,0,1,22,8,1,164
769,81,0.24,6,0,26,6,0,3317
770,50,1.0,5,1,39,8,1,112
771,85,0.15,13,0,29,5,0,8455
772,50,1.0,14,0,70,6,1,4128
773,76,0.04,9,0,32,6,0,2983
774,100,0.11,21,0,31,5,0,886
775,55,0.68,2,0,46,4,0,79
776,72,0.95,2,1,38,4,1,379
777,62,1.0,3,0,77,6,1,106
778,50,0.75,1,1,58,11,0,721
779,50,1.0,17,0,46,7,0,393
780,50,1.0,9,0,62,7,0,481
781,52,0.08,1,0,55,6,1,3317
782,55,1.0,10,0,32,5,0,229
783,50,0.53,5,1,56,5,1,269
784,50,1.0,5,0,31,6,0,57
785,50,1.0,14,0,52,6,0,22
786,50,0.92,5,1,57,5,1,9307
787,50,0.09,0,1,64,13,1,3301
788,76,1.0,11,0,40,4,1,10156
789,50,0.08,14,0,32,4,1,824
790,50,0.71,1,1,40,5,1,824
791,57,0.36,3,0,40,8,0,182
792,50,0.04,18,0,52,4,1,369
793,76,0.63,2,1,26,4,1,1363
794,50,1.0,9,0,74,5,0,67
795,50,1.0,7,0,61,6,1,51
796,50,0.98,6,0,75,6,0,879
797,50,0.09,1,1,51,11,0,609
798,50,0.13,6,0,61,6,0,171
799,50,1.0,10,0,63,7,0,1313
800,50,0.69,10,0,45,5,1,3021
801,72,0.66,5,0,36,6,0,2103
802,50,0.08,4,1,66,6,0,20
803,53,0.19,8,0,47,6,0,393
804,95,0.03,8,1,32,7,1,114
805,50,0.41,12,0,54,10,0,1082
806,50,0.94,16,0,64,7,0,78
807,50,0.92,3,0,48,8,0,89
808,50,0.4,4,0,40,7,1,575
809,50,0.03,9,0,44,6,0,478
810,50,0.19,0,1,76,6,1,4762
811,50,0.51,1,1,49,4,0,88
812,50,0.24,7,0,71,6,1,43
813,50,1.0,12,0,48,5,0,32
814,90,0.53,9,0,24,4,1,3963
815,50,1.0,5,0,53,7,0,71
816,50,0.45,11,0,85,4,1,24
817,50,1.0,10,0,42,5,1,1329
818,80,0.78,0,1,35,15,1,856
819,80,0.12,5,1,39,4,1,17140
820,51,0.39,4,0,38,7,0,3599
821,50,1.0,9,1,57,10,0,57
822,80,0.22,8,0,43,4,1,5449
823,50,0.05,2,1,54,7,0,901
824,50,0.56,4,0,51,10,0,1445
825,68,0.24,3,0,33,7,0,124
826,50,0.08,15,0,54,7,1,1629
827,50,0.91,11,0,48,12,1,115
828,55,1.0,2,0,53,7,1,216
829,50,1.0,13,0,53,11,1,27000
830,50,0.3,3,0,62,7,0,380
831,50,0.58,1,0,45,10,0,3021
832,56,1.0,20,0,40,5,1,108
833,50,1.0,7,0,53,5,1,72
834,50,1.0,15,0,51,5,1,7
835,100,0.03,11,0,53,7,1,1191
836,95,0.24,5,0,45,5,1,1929
837,125,0.8,5,0,28,5,0,1780
838,53,0.08,4,0,32,6,1,4059
839,50,1.0,10,0,48,4,1,581
840,72,0.06,0,1,26,4,0,3301
841,50,1.0,5,0,38,7,0,50
842,50,1.0,5,0,42,7,0,37
843,50,1.0,10,0,47,6,1,89
844,50,1.0,5,0,44,7,0,126
845,50,0.78,1,1,47,5,0,966
846,50,0.49,1,0,41,7,0,490
847,50,0.05,5,0,44,8,0,26
848,50,0.38,6,0,43,6,0,38
849,90,0.56,12,0,26,5,0,1064
850,50,0.5,4,0,42,6,0,745
851,90,0.8,7,1,28,6,1,4656
852,50,0.29,3,0,33,5,0,14
853,72,1.0,17,0,42,9,1,85
854,50,0.52,16,0,67,4,1,230
855,64,0.08,2,0,33,10,1,3274
856,60,0.49,10,1,41,5,0,824
857,54,0.08,15,0,36,5,1,6736
858,90,0.36,6,1,33,5,1,327
859,50,0.08,9,0,46,7,1,3859
860,50,0.87,3,1,55,9,1,426
861,50,1.0,8,0,65,6,0,227
862,90,0.0054794520547945,2,0,43,7,1,3317
863,68,0.08,6,0,27,6,0,1326
864,50,1.0,8,0,44,6,0,674
865,50,1.0,1,0,63,7,0,747
866,50,0.23,1,0,48,4,0,399
867,50,1.0,5,0,43,7,1,7259
868,50,1.0,13,0,52,8,0,3317
869,56,0.84,16,0,54,4,1,1165
870,76,0.49,12,0,35,5,0,4762
871,100,0.08,16,0,20,8,1,817
872,58,0.05,10,0,37,6,0,3688
873,50,0.24,15,1,41,10,0,144
874,80,0.08,17,0,34,7,0,98
875,60,0.07,9,0,33,6,0,52
876,68,0.65,2,0,27,11,1,27000
877,50,0.71,11,1,38,10,0,28
878,80,0.5,16,0,34,7,0,1326
879,133,0.08,15,0,62,7,1,4128
880,50,0.8,1,1,39,4,1,209
881,50,0.75,2,0,59,12,1,94
882,50,1.0,14,0,85,4,1,60
883,50,1.0,4,0,60,6,0,24
884,72,0.16,2,0,31,4,0,99
885,50,1.0,13,0,62,4,1,50
886,50,0.76,18,0,30,8,1,1110
887,50,0.75,0,1,58,8,0,645
888,50,0.95,4,1,78,8,0,2498
889,50,0.09,0,1,48,10,0,184
890,100,0.53,5,1,45,6,1,3317
891,50,0.1,9,0,43,10,0,25
892,50,0.72,9,0,52,7,0,12
893,55,0.47,28,0,51,5,1,149
894,50,0.61,8,0,39,5,0,247
895,76,0.46,10,0,45,11,1,388
896,57,0.23,6,0,32,5,0,354
897,50,1.0,13,0,44,7,0,97
898,50,1.0,14,0,82,5,1,149
899,50,0.07,0,1,44,4,1,4762
900,50,0.24,4,0,23,5,0,4348
901,60,0.06,6,1,52,6,1,161
902,50,0.03,0,1,62,5,1,3317
903,50,0.94,2,0,38,4,0,96
904,50,0.54,4,0,80,8,1,1601
905,50,0.63,13,0,50,5,0,232
906,50,0.4,0,1,49,7,0,422
907,100,0.69,7,0,28,7,1,10156
908,64,0.88,4,1,57,4,1,3430
909,85,0.08,6,0,38,4,1,1699
910,50,0.05,1,1,46,10,0,44
911,52,0.22,0,1,54,13,1,41
912,50,0.33,4,0,36,5,0,1284
913,50,0.07,11,0,37,6,0,12
914,76,0.44,1,0,27,7,1,7634
915,61,0.3,8,0,27,9,0,384
916,85,0.11,4,0,28,6,0,11
917,50,0.31,15,0,44,6,0,226
918,80,0.53,2,1,36,4,1,14368
919,50,1.0,7,0,87,4,1,43
920,60,0.6,6,0,48,7,0,2575
921,51,0.06,0,1,51,4,1,64
922,64,1.0,8,0,30,6,1,398
923,50,1.0,6,0,35,7,0,120
924,50,1.0,3,0,49,7,1,1381
925,50,0.2,0,1,72,10,1,2038
926,85,0.79,6,0,52,6,0,66
927,50,0.49,9,0,32,9,1,458
928,50,0.43,2,1,40,6,0,175
929,50,0.6,4,0,52,7,1,27000
930,50,1.0,1,0,40,6,0,5449
931,50,0.71,1,1,46,10,0,1241
932,100,0.23,16,0,18,8,1,63
933,50,0.4,2,1,40,8,0,458
934,64,0.49,11,0,51,5,0,3317
935,50,0.5,0,1,59,8,0,247
936,50,0.16,2,0,56,5,0,1064
937,68,0.31,3,0,26,7,0,65
938,50,0.55,14,0,57,13,1,10
939,51,0.2,11,0,36,4,0,315
940,50,1.0,7,0,57,5,0,40
941,50,0.13,3,1,57,5,1,1629
942,51,1.0,5,0,74,6,1,741
943,100,0.55,1,1,41,7,1,824
944,76,0.71,14,0,35,7,1,9307
945,50,1.0,3,0,58,5,1,1313
946,100,0.33,7,0,31,7,0,9307
947,53,0.73,14,0,31,9,1,745
948,73,1.0,5,0,49,6,0,50
949,64,0.12,4,0,38,9,0,43
950,60,0.81,11,0,37,12,1,3317
951,50,0.3,1,0,43,9,1,14
952,50,0.48,17,0,36,7,1,405
953,50,0.25,0,1,49,7,0,1445
954,50,1.0,1,0,56,5,1,146
955,50,0.38,5,1,38,6,0,14
956,50,1.0,6,0,57,7,0,163
957,50,0.21,1,1,54,9,1,37
958,50,1.0,11,0,50,6,1,904
959,50,1.0,6,0,63,5,1,165
960,80,0.23,15,0,37,4,0,67
961,50,1.0,7,0,55,6,0,4116
962,50,0.23,12,0,44,7,0,3744
963,52,1.0,4,0,35,6,1,3744
964,51,0.3,9,0,37,6,1,235
965,72,0.2,4,0,27,7,1,3541
966,80,0.08,10,0,26,6,0,4479
967,68,0.08,9,0,36,10,0,3317
968,50,0.71,13,0,54,6,0,107
969,50,0.06,4,0,35,7,1,2163
970,50,0.65,9,1,49,10,0,298
971,80,0.26,14,0,33,5,0,741
972,50,0.04,4,1,64,7,1,67
973,88,0.37,10,0,43,11,1,6313
974,50,1.0,12,0,56,4,1,51
975,50,0.47,10,0,54,6,1,6902
976,50,0.49,7,1,52,10,0,289
977,50,0.66,17,0,69,7,1,182
978,50,1.0,2,0,48,5,1,3859
979,50,0.1,4,1,71,10,1,86
980,59,0.54,7,0,35,6,1,59
981,50,1.0,1,0,74,5,1,112
982,64,0.08,6,0,30,5,0,444
983,52,0.07,2,0,44,10,0,8455
984,85,0.01,0,1,29,4,1,1022
985,50,1.0,7,0,74,6,0,95
986,53,0.92,1,0,41,6,1,27000
987,50,1.0,1,0,43,8,1,1250
988,76,1.0,12,0,28,4,1,983
989,72,0.96,17,0,30,4,1,3317
990,50,1.0,14,0,58,7,0,52
991,50,1.0,8,0,53,10,1,57
992,54,0.02,0,1,44,7,0,9307
993,50,1.0,12,0,51,11,1,405
994,76,1.0,14,0,37,6,0,292
995,51,1.0,8,0,55,7,1,4253
996,50,1.0,2,0,44,7,0,4087
997,54,0.67,11,0,35,11,1,179
998,59,0.21,1,1,36,7,1,1451
999,50,1.0,14,0,29,6,0,14
1000,50,0.42,0,0,54,5,0,575
1001,50,0.08,19,0,39,7,1,39
1002,50,1.0,22,1,49,13,1,2074
1003,50,0.24,6,0,58,7,1,300
1004,90,0.84,15,0,22,4,1,186
1005,66,0.8,0,1,70,10,1,92
1006,50,0.5,4,0,40,6,1,6736
1007,68,0.07,3,0,37,6,0,3317
1008,50,0.54,10,0,55,9,1,9096
1009,50,1.0,7,0,55,4,1,227
1010,50,0.19,11,0,53,6,1,8549
1011,85,0.05,1,0,22,6,1,1753
1012,50,0.61,6,0,35,7,1,740
1013,50,1.0,10,0,51,7,0,84
1014,50,1.0,3,1,61,8,0,19
1015,50,0.3,4,0,65,9,1,9307
1016,50,0.49,14,0,47,7,1,91
1017,50,0.33,4,0,60,5,0,1408
1018,50,1.0,17,0,58,5,1,741
1019,80,0.35,11,0,38,6,0,137
1020,85,0.08,31,0,27,7,1,4116
1021,50,1.0,11,0,42,5,0,50
1022,57,1.0,8,0,48,6,0,436
1023,50,0.24,2,0,48,8,1,283
1024,50,0.12,4,1,45,7,1,4128
1025,85,0.73,12,0,26,4,1,9307
1026,50,0.35,12,0,45,7,0,3386
1027,50,1.0,9,0,26,6,0,3857
1028,50,0.08,19,0,47,4,1,9307
1029,50,1.0,7,0,79,7,1,9
1030,50,1.0,17,0,40,4,1,60
1031,90,0.83,13,0,79,6,1,2415
1032,50,0.56,2,1,41,10,1,4762
1033,112,0.72,9,0,21,4,0,48
1034,50,0.55,3,0,35,8,0,100
1035,50,1.0,11,0,50,5,0,19
1036,50,0.2,3,1,71,7,1,530
1037,50,1.0,11,0,49,5,0,244
1038,50,1.0,7,0,36,4,1,11
1039,50,0.38,2,1,68,7,0,3963
1040,57,0.14,3,1,39,10,1,27000
1041,50,0.66,8,0,64,6,0,28
1042,54,0.58,5,0,46,5,0,3744
1043,50,1.0,4,0,42,7,0,242
1044,85,0.53,5,0,26,7,1,411
1045,50,1.0,5,0,55,7,0,41
1046,50,0.29,5,0,57,9,1,2415
1047,50,0.29,0,0,32,6,0,3963
1048,75,0.24,8,0,56,7,1,27000
1049,68,0.4,17,0,68,7,1,50
1050,50,0.0027322404371584,17,0,54,8,0,298
1051,58,0.16,15,0,56,8,0,3317
1052,50,1.0,5,0,45,5,1,175
1053,57,0.3,0,1,62,4,1,15386
1054,50,1.0,12,0,52,8,0,3688
1055,50,0.75,11,0,36,6,0,298
1056,67,0.21,13,0,37,7,0,164
1057,68,0.01,7,0,29,6,0,104
1058,50,1.0,18,0,61,5,1,232
1059,71,0.7,4,1,72,4,1,4762
1060,50,0.03,5,0,49,7,1,405
1061,51,1.0,12,0,33,6,0,25
1062,80,0.04,8,1,30,7,1,15
1063,50,1.0,5,0,51,6,1,4762
1064,50,0.74,3,0,63,6,1,20
1065,50,0.05,1,1,58,11,0,3301
1066,100,0.24,6,0,63,4,1,13719
1067,68,1.0,6,0,31,7,0,983
1068,50,1.0,15,0,56,6,1,12
1069,50,0.62,1,0,74,5,1,78
1070,72,0.46,6,1,39,9,1,1489
1071,95,0.33,4,1,39,4,1,3274
1072,85,0.12,10,1,30,7,0,252
1073,62,0.08,3,0,42,5,1,208
1074,50,0.01,10,0,69,4,1,1313
1075,50,0.78,4,1,43,5,1,1408
1076,51,0.15,2,1,46,10,0,43
1077,50,1.0,7,0,39,4,1,49
1078,80,0.31,0,0,30,7,0,276
1079,50,0.04,18,0,35,6,1,3430
1080,50,0.08,5,0,49,7,0,851
1081,50,0.54,6,0,52,5,1,3301
1082,68,0.36,6,0,27,9,1,291
1083,50,1.0,1,0,51,7,1,1127
1084,80,0.09,10,0,67,10,0,115
1085,50,0.49,10,0,38,7,1,27
1086,55,0.62,1,1,71,15,1,184
1087,50,0.07,4,1,36,4,1,260
1088,76,1.0,13,0,28,4,1,298
1089,50,0.07,2,1,55,6,0,134
1090,68,0.08,11,0,36,9,1,213
1091,60,0.3,9,0,49,7,1,3258
1092,50,0.63,5,0,55,8,0,94
1093,50,1.0,14,0,69,7,1,29
1094,80,0.4,9,0,22,7,1,66
1095,50,0.0027322404371584,6,0,69,5,1,379
1096,50,0.65,8,0,42,7,0,3744
1097,76,0.94,19,0,32,4,1,24
1098,50,0.51,0,1,53,6,1,33
1099,50,1.0,9,0,49,6,0,747
1100,50,0.85,7,0,55,6,1,2252
1101,57,1.0,12,0,72,4,1,55
1102,50,1.0,11,0,40,6,0,461
1103,80,0.08,14,0,24,4,1,42
1104,50,0.8,4,0,56,6,0,23
1105,50,0.03,4,1,76,6,1,165
1106,50,0.08,8,0,55,6,0,15
1107,50,0.69,16,0,59,7,0,29
1108,50,1.0,11,0,47,5,1,625
1109,50,0.03,0,1,60,7,0,2859
1110,50,0.08,8,0,44,5,0,118
1111,95,0.69,5,0,19,5,1,395
1112,50,1.0,10,0,52,7,0,12
1113,68,0.53,9,0,36,9,1,2411
1114,50,0.21,2,1,65,6,1,20
1115,50,0.16,1,1,46,4,0,38
1116,50,0.12,15,1,40,8,1,1882
1117,50,0.29,0,1,49,7,0,3963
1118,60,0.45,11,0,41,8,1,277
1119,50,1.0,24,0,44,4,1,813
1120,50,0.71,3,1,64,9,1,393
1121,76,0.2,0,0,25,8,0,3317
1122,50,0.61,9,0,51,4,1,287
1123,50,1.0,3,0,43,8,1,3317
1124,50,1.0,16,0,38,5,0,130
1125,50,0.11,4,1,56,10,1,5433
1126,85,0.73,8,0,27,5,0,1414
1127,50,0.75,8,0,44,8,0,186
1128,50,0.33,3,0,36,9,0,4427
1129,54,0.08,9,0,39,6,1,111
1130,50,0.41,16,0,87,4,1,91
1131,50,1.0,8,0,50,6,1,182
1132,51,1.0,4,0,53,6,1,42
1133,50,0.47,3,1,43,8,0,94
1134,54,0.98,8,0,32,6,0,2983
1135,61,0.0027397260273972,10,0,32,7,0,75
1136,50,1.0,8,0,54,7,1,1982
1137,54,1.0,4,0,36,7,1,2105
1138,90,1.0,14,0,42,6,0,85
1139,50,0.28,2,1,53,6,0,1729
1140,50,0.12,1,1,66,4,0,1441
1141,112,0.87,3,1,59,6,1,6617
1142,50,1.0,4,0,44,6,1,65
1143,50,0.9,5,0,45,6,1,287
1144,50,1.0,13,0,59,4,1,2740
1145,50,0.02,4,0,43,5,1,480
1146,68,0.24,9,0,33,6,0,384
1147,90,1.0,9,0,29,4,1,5449
1148,76,0.01,2,1,29,12,1,3688
1149,50,1.0,4,0,36,9,1,904
1150,50,0.74,6,1,43,9,1,800
1151,50,0.29,0,0,53,7,0,1006
1152,50,0.15,2,1,54,10,1,1759
1153,85,1.0,16,1,35,6,0,4128
1154,57,0.08,13,0,33,4,1,2606
1155,50,0.08,17,0,51,5,0,3317
1156,95,0.01,6,0,24,4,0,383
1157,68,0.02,1,1,30,8,0,2103
1158,50,0.22,2,1,71,4,1,4762
1159,50,1.0,6,0,40,6,0,44
1160,51,0.19,4,0,34,4,1,29
1161,51,1.0,3,0,43,7,0,8455
1162,50,1.0,16,0,74,6,0,405
1163,50,1.0,9,0,39,7,1,9307
1164,73,0.7,5,0,46,7,0,4087
1165,59,0.08,7,0,41,8,1,8455
1166,56,0.65,2,1,37,5,1,59
1167,50,0.28,9,0,51,4,0,272
1168,50,0.54,3,1,56,6,0,3657
1169,60,0.92,1,1,30,7,1,3859
1170,118,0.12,5,1,29,5,1,5831
1171,56,0.28,21,0,36,8,0,2715
1172,50,0.71,0,1,74,5,1,136
1173,50,0.74,10,0,55,7,0,1468
1174,50,0.48,1,1,49,11,0,372
1175,50,0.28,1,1,47,5,1,1055
1176,60,0.46,0,1,29,6,1,63
1177,72,0.02,12,0,25,5,0,18
1178,67,0.08,2,0,36,7,1,614
1179,85,1.0,13,0,59,5,0,120
1180,106,0.18,9,0,23,6,0,1329
1181,55,0.31,11,1,35,9,1,95
1182,50,0.12,3,0,41,13,1,173
1183,76,0.47,3,1,25,4,1,77
1184,95,0.58,10,0,25,6,0,175
1185,95,0.87,2,1,42,15,1,125
1186,50,0.05,10,0,43,4,1,265
1187,95,0.87,4,1,38,7,1,2658
1188,50,0.03,15,0,40,7,1,3744
1189,60,1.0,14,0,48,7,1,3688
1190,51,0.31,17,0,48,8,0,4116
1191,50,1.0,6,0,57,5,0,415
1192,50,0.6,3,1,66,8,1,721
1193,95,0.55,10,0,20,4,1,42
1194,50,1.0,3,0,42,8,1,27000
1195,100,0.11,9,0,20,5,0,76
1196,50,0.39,0,0,52,5,0,74
1197,50,1.0,1,0,54,5,0,26
1198,60,0.03,3,0,35,5,0,4685
1199,68,0.08,13,0,43,6,0,1326
1200,50,1.0,5,0,47,5,0,42
1201,50,0.12,2,0,49,8,0,192
1202,56,0.08,15,0,36,6,0,381
1203,50,1.0,3,0,38,6,0,3744
1204,50,1.0,20,0,66,7,1,22
1205,50,1.0,11,1,42,8,1,2399
1206,50,0.78,8,0,53,5,0,4762
1207,57,0.05,9,0,27,7,1,329
1208,50,0.86,14,0,34,6,0,186
1209,50,0.71,1,1,52,5,1,1521
1210,50,1.0,14,0,65,10,0,17
1211,50,1.0,9,0,58,5,1,194
1212,50,0.61,7,1,69,6,0,12
1213,50,0.08,2,1,48,13,1,8915
1214,72,0.56,5,0,26,4,1,6681
1215,100,0.96,7,0,33,6,0,1314
1216,80,0.49,4,0,41,7,1,1326
1217,50,1.0,13,0,48,4,1,109
1218,90,0.2,6,1,27,11,1,81
1219,50,1.0,12,0,65,7,1,1313
1220,72,0.51,3,0,28,6,0,817
1221,80,0.2,1,1,28,12,1,3688
1222,50,0.08,10,0,47,6,0,490
1223,50,0.74,10,0,65,6,1,473
1224,50,0.2,3,1,81,4,1,851
1225,50,1.0,4,0,36,7,0,54
1226,50,0.73,2,1,67,6,1,7
1227,50,1.0,7,0,61,6,0,229
1228,62,0.13,7,0,50,8,0,1101
1229,90,0.5,27,0,32,6,1,269
1230,72,0.0081967213114754,8,0,26,4,1,419
1231,57,1.0,16,0,34,8,1,4116
1232,56,1.0,5,0,34,4,1,490
1233,50,0.07,14,0,54,8,1,12
1234,63,0.53,2,1,45,7,0,162
1235,85,1.0,5,0,26,5,0,24
1236,54,1.0,1,0,48,6,1,405
1237,50,0.08,0,0,54,8,0,356
1238,51,0.08,10,0,39,11,0,1604
1239,50,0.3,0,1,57,8,1,6864
1240,67,1.0,5,0,66,6,0,481
1241,118,0.32,13,0,18,4,0,961
1242,50,1.0,2,1,51,11,0,282
1243,100,0.08,10,0,53,4,1,3744
1244,50,0.49,10,0,65,5,0,2906
1245,54,0.87,5,0,42,7,1,1629
1246,50,1.0,14,1,46,10,0,2054
1247,50,0.09,0,0,63,7,0,711
1248,50,0.48,3,0,38,7,1,298
1249,50,1.0,9,0,48,5,0,324
1250,68,0.66,1,1,34,8,0,187
1251,60,0.08,10,0,36,5,0,2498
1252,54,0.43,6,0,39,8,1,741
1253,50,0.23,0,1,67,5,1,3430
1254,57,0.08,14,0,42,4,1,4762
1255,76,0.05,7,0,40,6,0,80
1256,55,0.79,0,1,37,6,0,303
1257,50,1.0,14,0,82,5,1,247
1258,95,0.85,13,0,48,4,1,81
1259,50,0.1,4,1,40,6,0,36
1260,50,0.12,2,1,42,6,1,9817
1261,100,0.4,8,0,28,4,1,11
1262,50,1.0,12,0,44,4,1,233
1263,50,1.0,15,0,40,4,1,93
1264,95,0.67,14,0,60,6,1,214
1265,50,0.02,12,0,32,5,0,129
1266,50,0.78,5,1,68,10,0,84
1267,50,1.0,1,0,74,6,1,59
1268,57,0.17,3,0,29,6,0,863
1269,50,0.36,3,1,69,7,1,613
1270,50,0.29,1,1,45,7,0,1002
1271,50,0.16,2,0,59,4,0,95
1272,50,1.0,12,0,48,6,1,91
1273,50,0.06,0,1,46,5,1,1447
1274,50,0.02,11,0,48,9,1,2415
1275,72,0.18,5,0,28,7,1,4128
1276,67,0.53,3,1,43,7,0,3301
1277,50,1.0,6,1,37,9,0,517
1278,125,0.91,15,0,20,7,1,1398
1279,50,1.0,5,0,68,6,1,393
1280,50,0.03,15,0,59,6,1,405
1281,50,0.07,1,0,71,6,0,421
1282,60,0.22,5,0,39,4,1,4762
1283,100,0.35,11,0,22,5,1,1313
1284,57,0.15,4,0,30,7,0,4116
1285,76,0.97,7,0,38,4,1,66
1286,60,0.35,2,0,30,5,0,5460
1287,50,0.28,1,1,55,6,1,80
1288,74,0.22,0,1,27,15,1,15725
1289,62,0.2,2,1,33,4,1,252
1290,50,0.78,17,0,35,4,1,229
1291,50,0.25,12,0,55,7,1,229
1292,50,0.05,0,1,59,4,1,112
1293,50,0.54,1,1,48,7,0,1430
1294,50,0.03,16,0,38,6,0,29
1295,50,0.33,10,0,50,5,1,96
1296,50,1.0,7,0,65,5,0,1448
1297,50,1.0,16,0,51,5,1,106
1299,50,1.0,1,0,57,5,0,16
1300,55,1.0,4,0,79,5,1,51
1301,50,0.77,5,1,39,6,1,2795
1302,100,0.15,16,0,19,7,1,3293
1303,50,0.5,6,0,52,6,0,2648
1304,85,0.06,7,0,41,9,1,1185
1305,54,0.08,10,0,52,6,0,1326
1306,54,0.47,12,0,35,6,0,139
1307,58,0.46,5,0,47,11,0,17
1308,50,1.0,9,0,41,8,0,10
1309,50,0.09,6,0,35,5,0,119
1310,50,0.25,9,1,40,10,1,245
1311,90,0.08,4,0,27,6,0,97
1312,50,1.0,21,0,85,4,1,91
1313,60,0.14,5,0,33,6,0,741
1314,50,0.84,4,0,41,6,0,1229
1315,72,0.29,3,1,39,5,1,3132
1316,50,0.03,9,0,45,7,0,165
1317,50,0.95,3,0,61,5,0,2252
1318,50,1.0,12,0,32,5,1,45
1319,50,1.0,5,0,41,7,0,30
1320,57,0.83,18,0,28,5,0,483
1321,68,0.63,2,1,50,6,1,3301
1322,50,0.44,0,0,66,5,1,333
1323,55,0.04,10,0,36,6,0,27000
1324,50,0.75,15,0,33,4,1,76
1325,100,0.33,14,0,50,6,0,38
1326,95,1.0,8,0,34,9,1,8549
1327,50,0.03,15,1,38,6,0,283
1328,50,0.48,2,0,71,5,1,4348
1329,50,1.0,6,0,38,6,1,44
1330,95,0.08,12,0,23,6,1,2308
1331,50,1.0,27,0,75,7,1,11
1332,57,0.28,1,1,36,6,0,27
1333,50,0.63,7,0,42,5,0,169
1334,50,1.0,12,0,78,4,0,142
1335,50,0.08,2,0,75,5,1,6736
1336,76,0.38,3,1,58,7,0,2139
1337,95,0.53,9,0,29,7,1,1842
1338,68,0.17,11,0,33,6,0,9307
1339,90,0.1,10,0,31,7,1,1929
1340,85,0.37,10,0,37,7,1,357
1341,90,1.0,7,0,25,6,0,79
1342,50,0.7,15,1,54,8,1,24
1343,50,1.0,11,0,52,7,1,105
1344,50,1.0,12,0,38,5,0,4496
1345,50,0.55,22,0,42,4,1,8549
1346,57,0.63,1,1,40,5,0,142
1347,50,0.91,17,0,50,8,1,1601
1348,50,1.0,16,0,67,6,0,52
